@relation DFED_10_BOW_weka-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Class {0,1}
@attribute TextLength numeric
@attribute 2e numeric
@attribute bank numeric
@attribute br numeric
@attribute div numeric
@attribute million numeric
@attribute money numeric
@attribute mr numeric
@attribute nbsp numeric
@attribute transaction numeric
@attribute transfer numeric

@data
0,0.001586,0,0,0,0,0,0,0,0,0,0
1,0.015933,0,0.083333,0,0,0,0,0.008621,0,0,2
0,0.001405,0,0,0,0,0,0,0,0,0,0
0,0.002643,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.041728,0,0.333333,0,0,0,0.019305,0.017241,0,0.25,3
0,0.000941,0,0,0,0,0,0,0,0,0,0
0,0.001263,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.000464,0,0,0,0,0,0,0,0,0,0
1,0.005943,0,0,0.029412,0.007092,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.029289,0.007771,0.083333,0,0,0.028571,0.007722,0.017241,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.013948,0,0,0,0,0,0.003861,0,0,0.0625,1
1,0.010661,0,0.083333,0,0,0.028571,0,0,0,0,2
1,0.040169,0.004908,0.083333,0,0,0.028571,0.003861,0,0,0.3125,2
0,0.045776,0,0,0,0,0,0,0.017241,0,0,0
0,0.002075,0,0,0,0,0,0,0,0,0,0
1,0.061478,0,0.291667,0.035294,0.202128,0.085714,0.023166,0,0.153322,0.0625,1
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.001818,0,0,0,0,0,0,0,0,0,0
1,0.017339,0,0.041667,0.032353,0,0,0,0.008621,0.001704,0.1875,0
0,0.001959,0,0,0,0,0,0,0,0,0,0
0,0.00281,0,0,0,0,0,0,0,0,0,0
0,0.002926,0,0,0,0,0,0,0,0,0,0
0,0.001495,0,0,0,0,0,0,0,0,0,0
0,0.005324,0,0,0,0,0,0,0,0,0,0
1,0.029044,0,0.083333,0,0,0.028571,0,0,0,0.0625,3
1,0.026285,0.005317,0,0,0,0.028571,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
0,0.004344,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.072242,0,0,0,0,0.057143,0,0,0,0,0
1,0.038222,0,0,0,0,0.028571,0.019305,0.017241,0,0.125,0
1,0.054736,0,0.041667,0,0,0.028571,0.030888,0.017241,0,0.125,1
0,0.001715,0,0,0,0,0,0,0,0,0,0
1,0.016526,0,0,0,0,0,0.003861,0.017241,0,0.125,0
0,0.00098,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.003377,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
1,0.037371,0,0.333333,0,0,0.028571,0.027027,0,0,0.1875,0
0,0.000464,0,0,0,0,0,0,0,0,0,0
0,0.005633,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.029405,0,0,0,0,0.028571,0.011583,0.008621,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
0,0.000168,0,0,0,0,0,0,0,0,0,0
1,0.048045,0,0.333333,0,0,0.028571,0.019305,0.017241,0,0.25,3
0,0.000129,0,0,0,0,0,0,0,0,0,0
1,0.041741,0,0.041667,0,0,0.028571,0.015444,0.017241,0,0.125,1
0,0.000271,0,0,0,0,0,0,0,0,0,0
1,0.029572,0.006544,0.166667,0,0,0.028571,0.015444,0,0,0.0625,0
1,0.042644,0,0.041667,0.002941,0,0.057143,0.023166,0.008621,0,0.125,2
1,0.002888,0,0,0,0,0,0,0,0,0,0
1,0.033659,0.005317,0.25,0,0,0.057143,0.003861,0.025862,0,0,1
0,0.000593,0,0,0,0,0,0,0,0,0,0
1,0.011099,0,0,0,0,0,0,0,0,0.0625,0
1,0.034548,0.00409,0.041667,0,0,0.028571,0.015444,0.008621,0,0,2
0,0.000516,0,0,0,0,0,0,0,0,0,0
1,0.05734,0.01227,0.125,0,0,0.028571,0.027027,0,0,0,0
1,0.005144,0,0,0,0,0,0,0,0,0,0
1,0.039782,0,0,0,0,0,0.019305,0,0,0,1
0,0.002759,0,0,0,0,0,0,0,0,0,0
0,0.001122,0,0,0,0,0,0,0,0,0,0
1,0.041213,0,0,0,0,0,0.023166,0.017241,0,0.125,2
1,0.044358,0.006953,0.125,0,0,0,0.011583,0,0,0.0625,2
0,0.01155,0,0,0,0,0,0,0,0,0,0
1,0.024738,0,0.125,0,0,0,0.007722,0.017241,0,0,0
0,0.009101,0,0,0,0,0,0,0,0,0,0
0,0.002217,0,0,0,0,0,0,0,0,0,0
0,0.001212,0,0,0,0,0,0,0,0,0,0
0,0.001805,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001611,0,0,0,0,0,0,0,0,0,0
0,0.00058,0,0,0,0,0,0,0,0,0,0
0,0.00049,0,0,0,0,0,0,0,0,0,0
0,0.000464,0,0,0,0,0,0,0,0,0,0
1,0.02876,0,0.041667,0,0,0,0.003861,0,0,0,0
0,0.002797,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
1,0.020394,0,0,0,0,0,0.007722,0,0,0.0625,0
1,0.018292,0,0,0,0,0,0,0.008621,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
1,0.028128,0.005726,0,0,0,0.057143,0.015444,0.008621,0,0,4
0,0.000284,0,0,0,0,0,0,0,0,0,0
0,0.001727,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.000245,0,0,0,0,0,0,0,0,0,0
1,0.020574,0,0.083333,0,0,0,0.003861,0.008621,0,0.0625,0
0,0.00232,0,0,0,0,0,0.003861,0,0,0,0
0,0.002295,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
1,0.036005,0,0.125,0.052941,0.01773,0,0.027027,0.008621,0.025554,0,2
1,0.019826,0.002045,0,0,0,0,0,0.008621,0,0.0625,2
0,0.002191,0,0,0,0,0,0,0,0,0,0
1,0.014889,0,0,0,0,0.028571,0.015444,0.008621,0,0,0
1,0.028077,0,0.041667,0,0,0.028571,0,0,0,0.0625,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.043495,0,0,0,0,0,0,0,0,0,0
1,0.004525,0,0,0,0,0,0,0,0,0,0
1,0.024519,0,0.041667,0,0,0.028571,0.011583,0.008621,0,0.125,2
1,0.000877,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000696,0,0,0,0,0,0,0,0,0,0
0,0.002088,0,0,0,0,0,0,0,0,0,0
0,0.000735,0,0,0,0,0,0,0,0,0,0
1,0.025254,0.002454,0,0,0,0.028571,0,0,0,0,0
0,0.001122,0,0,0,0,0,0,0,0,0,0
0,0.00214,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000064,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.008212,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.020084,0.000818,0,0,0,0,0.011583,0,0,0.0625,0
1,0.049785,0.010225,0,0,0,0,0.003861,0.017241,0,0,2
1,0.049115,0,0.166667,0,0,0.028571,0.015444,0.008621,0,0,0
1,0.002733,0,0,0,0,0,0,0,0,0.0625,0
0,0.001134,0,0,0,0,0,0,0,0,0,0
1,0.015095,0,0,0,0,0.028571,0.003861,0,0,0,0
1,0.029521,0,0,0,0,0.028571,0.003861,0.017241,0,0.1875,2
0,0.003352,0,0,0,0,0,0,0,0,0,0
1,0.032795,0,0,0,0,0.028571,0.007722,0.008621,0,0.0625,0
0,0.000284,0,0,0,0,0,0,0,0,0,0
1,0.03402,0.004908,0.083333,0,0,0.085714,0.015444,0.017241,0,0.125,0
1,0.004086,0,0,0,0,0,0,0,0,0,0
1,0.022804,0,0.208333,0,0,0.028571,0,0.008621,0,0.0625,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
1,0.003004,0,0,0,0,0,0,0,0,0,0
1,0.018396,0,0.041667,0,0,0.028571,0,0.008621,0,0.125,0
0,0.003017,0,0,0,0,0,0,0,0,0,0
1,0.032821,0,0,0,0,0.057143,0.019305,0.017241,0,0.0625,3
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.045673,0,0.333333,0.135294,0,0.028571,0.030888,0.008621,0.017036,0.1875,1
1,0.050005,0.011043,0,0,0,0.028571,0.03861,0.008621,0,0.5,4
0,0.001676,0,0,0,0,0,0,0,0,0,0
0,0.00049,0,0,0,0,0,0,0,0,0,0
1,0.015547,0,0.083333,0,0,0,0.003861,0.008621,0,0.125,0
1,0.044126,0.013088,0.041667,0,0,0.057143,0.023166,0.017241,0,0.1875,0
0,0.001031,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.058874,0,0.291667,0.058824,0.014184,0.085714,0.023166,0,0.170358,0.0625,1
1,0.003339,0,0,0,0,0,0,0,0,0,0
1,0.036495,0,0.083333,0.047059,0,0.028571,0.007722,0,0.034072,0.0625,0
1,0.004138,0,0,0,0,0,0,0,0,0,0
1,0.001586,0,0.041667,0,0,0,0,0,0,0,0
0,0.001289,0,0,0,0,0,0,0,0,0,0
0,0.002462,0,0,0,0,0,0,0,0,0,0
0,0.000413,0,0,0,0,0,0,0,0,0,0
1,0.006291,0,0,0.002941,0.01773,0,0,0.008621,0.001704,0,0
0,0.000683,0,0,0,0,0,0,0,0,0,0
1,0.036095,0,0,0,0,0.028571,0.007722,0.025862,0.001704,0.1875,0
1,0.014348,0,0,0,0,0,0.003861,0,0,0,0
0,0.00165,0,0,0,0,0,0,0,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.003004,0,0,0,0,0,0,0,0,0,0
0,0.004886,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
0,0.001018,0,0,0,0,0,0,0,0,0,0
0,0.000284,0,0,0,0,0,0,0,0,0,0
1,0.024364,0.002863,0,0,0,0.028571,0,0,0,0,1
1,0.037474,0.000818,0,0,0,0.028571,0.015444,0,0,0,0
0,0.005324,0,0,0,0,0,0,0,0,0,0
0,0.001238,0,0,0,0,0,0,0,0,0,0
0,0.000155,0,0,0,0,0,0,0,0,0,0
1,0.000413,0,0,0,0,0,0,0.008621,0,0,0
1,0.049824,0,0,0.041176,0.148936,0.057143,0.007722,0.034483,0.064736,0.3125,0
0,0.003403,0,0,0,0,0,0,0,0,0,0
1,0.038918,0.003681,0.208333,0,0,0.142857,0.015444,0.017241,0,0.125,3
1,0.022559,0,0.25,0,0,0.057143,0.003861,0,0,0.125,0
1,0.001521,0,0,0,0,0,0,0,0,0,0
1,0.031029,0,0.166667,0,0,0,0.011583,0.008621,0,0.1875,2
0,0.001637,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
1,0.019839,0.003272,0,0,0,0.114286,0.011583,0,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
0,0.000619,0,0,0,0,0,0,0,0,0,0
1,0.024596,0,0.291667,0,0,0.028571,0.007722,0.008621,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
1,0.017996,0,0.166667,0,0,0,0.015444,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
1,0.002024,0,0,0,0,0,0,0,0.001704,0,0
1,0.03955,0,0.041667,0,0,0.028571,0.011583,0.017241,0,0.125,0
0,0.002282,0,0,0,0,0,0,0,0,0,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
1,0.026736,0,0.291667,0.091176,0,0,0.007722,0,0,0.125,3
1,0.04303,0.007362,0.125,0.002941,0,0.028571,0.003861,0,0.001704,0,4
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.019375,0,0.083333,0,0,0.028571,0.007722,0.017241,0,0.0625,0
1,0.000877,0,0,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
0,0.005711,0,0,0,0,0,0,0.008621,0,0,0
1,0.033143,0,0,0,0,0.057143,0.007722,0,0,0.0625,0
1,0.049888,0,0.541667,0,0,0.085714,0.015444,0.198276,0,0.1875,0
1,0.018151,0.00409,0,0,0,0.028571,0.007722,0.008621,0,0,1
0,0.001715,0,0,0,0,0,0,0,0,0,0
1,0.000941,0,0,0,0,0,0,0.008621,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.012968,0,0.041667,0,0,0,0,0.008621,0,0,1
0,0.001173,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000129,0,0,0,0,0,0,0,0,0,0
0,0.001689,0,0,0,0,0,0,0,0,0,0
1,0.020677,0,0,0.041176,0.035461,0.028571,0,0,0,0,0
1,0.036134,0,0.166667,0,0,0,0,0.060345,0,0.0625,0
1,0.022559,0,0.125,0,0,0,0.007722,0,0,0.125,1
0,0.001818,0,0,0,0,0,0,0,0,0,0
0,0.000206,0,0,0,0,0,0,0,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.00379,0,0,0,0,0,0,0,0,0,0
1,0.005028,0,0,0,0,0,0,0,0,0,0
0,0.000129,0,0,0,0,0,0,0,0,0,0
0,0.002849,0,0,0,0,0,0,0,0,0,0
1,0.022482,0,0,0,0,0.028571,0.007722,0.008621,0,0,0
0,0.001212,0,0,0,0,0,0,0,0,0,0
1,0.043095,0,0.25,0,0,0,0.011583,0,0,0.1875,3
1,0.028012,0,0.041667,0,0,0.057143,0.007722,0.008621,0,0.125,0
1,0.040736,0,0.208333,0,0,0.114286,0.023166,0.008621,0,0.1875,1
0,0.000155,0,0,0,0,0,0,0,0,0,0
1,0.031557,0,0,0,0,0.028571,0.015444,0,0,0.125,0
0,0.001869,0,0,0,0,0,0,0,0,0,0
1,0.00526,0.002045,0,0,0,0,0,0,0,0,0
1,0.025434,0,0.208333,0,0,0.057143,0.007722,0.043103,0,0.0625,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
1,0.015366,0,0.041667,0.005882,0.028369,0,0,0,0.001704,0,0
0,0.004228,0,0,0,0,0,0,0,0,0,0
1,0.033517,0.004499,0,0,0,0.028571,0,0,0,0.1875,0
0,0.095768,0,0,0,0,0,0.003861,0.008621,0,0,0
1,0.384245,0,0,0,0,0,0,0,0,0,0
1,0.044951,0,0,0.011765,0.212766,0.028571,0.015444,0,0.056218,0.0625,1
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.00526,0,0,0.05,0.003546,0,0,0,0,0,0
1,0.020084,0,0.083333,0,0,0,0,0,0,0.125,0
0,0.002424,0,0,0,0,0,0,0,0,0,0
1,0.026388,0,0.25,0,0,0.028571,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.028257,0.006135,0.083333,0,0,0.028571,0.007722,0.025862,0,0,1
0,0.00125,0,0,0,0,0,0,0,0,0,0
0,0.001418,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.041844,0,0.041667,0.023529,0.205674,0.057143,0.027027,0.008621,0.02385,0.125,0
1,0.014412,0.002454,0,0,0,0.028571,0.007722,0.008621,0,0,1
1,0.017893,0,0.166667,0,0,0,0,0.017241,0,0,1
1,0.051642,0,0.208333,0,0,0,0.019305,0,0,0,2
0,0.000632,0,0,0,0,0,0,0,0,0,0
0,0.001534,0,0,0,0,0,0,0,0,0,0
0,0.001624,0,0,0,0,0,0,0,0,0,0
0,0.000735,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
1,0.021928,0.002045,0,0,0,0.028571,0,0.017241,0,0,0
1,0.004589,0,0,0,0,0,0,0,0,0,0
1,0.0169,0,0.166667,0,0,0.028571,0.003861,0.017241,0,0,0
0,0.000245,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
0,0.002836,0,0,0,0,0,0,0,0,0,0
0,0.001134,0,0,0,0,0,0,0,0,0,0
1,0.038312,0,0.083333,0,0,0,0.003861,0,0,0.0625,0
1,0.029546,0,0.166667,0,0,0.028571,0.003861,0.008621,0,0.125,2
1,0.022985,0,0.041667,0,0,0.028571,0.003861,0,0,0.0625,2
0,0.000696,0,0,0,0,0,0,0,0,0,0
1,0.038738,0,0.208333,0.005882,0,0.057143,0.023166,0.025862,0.003407,0,2
0,0.000361,0,0,0,0,0,0,0,0,0,0
0,0.000709,0,0,0,0,0,0,0,0,0,0
0,0.022508,0,0,0,0,0,0,0,0,0,0
0,0.001727,0,0,0,0,0,0,0,0,0,0
0,0.000851,0,0,0,0,0,0,0,0,0,0
0,0.00067,0,0,0,0,0,0,0,0,0,0
0,0.000915,0,0,0,0,0,0,0,0,0,0
0,0.013574,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.023449,0,0,0,0,0,0,0,0,0,0
1,0.03906,0,0.208333,0.05,0,0,0.015444,0.008621,0.010221,0.125,3
1,0.032576,0,0.083333,0,0,0.057143,0.007722,0,0,0,0
1,0.009204,0,0,0,0,0,0.003861,0,0,0,3
0,0.000103,0,0,0,0,0,0,0,0,0,0
1,0.07754,0,0,0,0,0.057143,0.003861,0.008621,0,0.0625,0
1,0.034432,0.004499,0,0,0,0.057143,0.023166,0.008621,0,0.3125,0
0,0.000941,0,0,0,0,0,0,0,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
1,0.036443,0,0.208333,0,0,0.057143,0,0.017241,0,0,0
0,0.000567,0,0,0,0,0,0,0,0,0,0
0,0.000129,0,0,0,0,0,0,0,0,0,0
0,0.000516,0,0,0,0,0,0,0,0,0,0
0,0.00584,0,0,0,0,0,0,0,0,0,0
1,0.044629,0,0,0,0,0,0,0,0,0.0625,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.034806,0,0.125,0,0,0.028571,0.019305,0.017241,0,0.125,0
1,0.02372,0,0,0,0,0.028571,0.023166,0.008621,0,0,2
1,0.047826,0,0.333333,0,0,0,0.027027,0.025862,0,0.125,1
0,0.000348,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
0,0.001341,0,0,0,0,0,0,0,0,0,0
0,0.003107,0,0,0,0,0,0,0,0,0,0
1,0.018615,0,0,0,0,0,0.003861,0,0,0.0625,1
0,0.00504,0,0,0,0,0,0,0,0,0,0
0,0.00174,0,0,0,0,0,0,0,0,0,0
0,0.000155,0,0,0,0,0,0,0,0,0,0
1,0.018989,0.002863,0,0,0,0,0.015444,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000812,0,0,0,0,0,0,0,0,0,0
0,0.001985,0,0,0,0,0,0,0,0,0,0
1,0.045634,0,0.166667,0,0,0,0.03861,0.025862,0,0.0625,2
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.03353,0.007362,0,0,0,0.028571,0.003861,0.008621,0,0,1
0,0.001586,0,0,0,0,0,0,0,0,0,0
0,0.014232,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.007696,0,0.041667,0,0,0,0,0,0,0,0
1,0.044358,0.006953,0.125,0,0,0,0.011583,0,0,0.0625,2
0,0.000593,0,0,0,0,0,0,0,0,0,0
1,0.056708,0.009816,0.125,0,0,0.028571,0.003861,0,0,0.125,0
0,0.001018,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
1,0.000374,0,0,0,0,0,0,0,0,0,0
1,0.078765,0,0,0,0,0,0,0,0,0,0
1,0.028734,0,0,0,0,0.028571,0.015444,0,0,0,0
0,0.001405,0,0,0,0,0,0,0,0,0,0
1,0.022327,0,0.083333,0,0,0.057143,0.003861,0,0,0,0
0,0.00107,0,0,0,0,0,0,0,0,0,0
1,0.022972,0,0,0,0,0.028571,0.007722,0.017241,0,0.125,0
0,0.002191,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
0,0.003455,0,0,0,0,0,0,0,0,0,0
1,0.03576,0,0.375,0,0,0.057143,0.015444,0.017241,0,0.125,0
1,0.035141,0,0.125,0,0,0.085714,0.019305,0.025862,0,0.125,3
1,0.059505,0,0.25,0,0,0.114286,0.030888,0.034483,0,0.125,5
1,0.014013,0,0,0,0,0,0.003861,0,0,0,0
1,0.003764,0,0,0,0,0,0,0,0,0,0
1,0.052673,0,0.041667,0.3,0.021277,0.057143,0.023166,0.017241,0.001704,0.3125,1
0,0.001573,0,0,0,0,0,0,0,0,0,0
1,0.030513,0.003681,0,0,0,0.028571,0,0.008621,0,0,0
0,0.000851,0,0,0,0,0,0,0,0,0,0
1,0.005376,0,0,0.002941,0.007092,0,0,0,0,0,0
1,0.00633,0,0,0,0,0.028571,0,0,0,0,0
1,0.032099,0,0.25,0,0,0.028571,0.023166,0,0,0.0625,3
0,0.065899,0,0.125,0,0,0.085714,0,0,0,0,0
1,0.000077,0,0,0,0,0,0,0,0,0,0
0,0.001392,0,0,0,0,0,0,0,0,0,0
0,0.000425,0,0,0,0,0,0,0,0,0,0
0,0.002552,0,0,0,0,0,0,0,0,0,0
1,0.026904,0.003272,0,0,0,0,0.003861,0.008621,0,0.0625,1
0,0.002063,0,0,0,0,0,0,0,0,0,0
0,0.000786,0,0,0,0,0,0,0,0,0,0
1,0.03237,0,0.166667,0,0,0.028571,0.034749,0,0,0.0625,2
1,0.020445,0,0,0,0,0.028571,0.003861,0,0,0,1
1,0.029856,0.004908,0.083333,0,0,0.028571,0.019305,0.017241,0,0,1
1,0.040955,0,0,0,0,0.028571,0.019305,0,0,0.1875,0
1,0.011177,0,0,0,0,0,0,0,0,0,0
0,0.003081,0,0,0,0,0,0,0,0,0,0
1,0.016346,0,0,0,0,0,0.011583,0,0,0,0
1,0.045699,0,0,0.044118,0,0.028571,0.015444,0,0.013629,0,0
1,0.007271,0,0,0,0,0.028571,0,0.017241,0,0,0
1,0.0272,0,0.125,0,0,0.028571,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.001328,0,0,0,0,0,0,0,0,0,0
1,0.035824,0,0.041667,0,0,0.028571,0.003861,0.025862,0,0.1875,2
0,0.001225,0,0,0,0,0,0,0,0,0,0
1,0.035244,0,0.041667,0,0,0,0,0,0,0.125,1
1,0.038596,0,0.25,0,0,0.028571,0.003861,0,0,0.0625,7
0,0.001689,0,0,0,0,0,0,0,0,0,0
0,0.001354,0,0,0,0,0,0,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
0,0.003468,0,0,0,0,0,0,0,0,0,0
1,0.046666,0,0.041667,0,0,0.057143,0.003861,0,0,0.3125,4
0,0.001238,0,0,0,0,0,0,0,0,0,0
0,0.001238,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.023011,0,0,0,0,0.028571,0.015444,0,0,0.0625,1
0,0.001998,0,0,0,0,0,0,0,0,0,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.04022,0,0,0,0,0.085714,0,0.008621,0,0.0625,0
1,0.0416,0,0.041667,0,0,0.028571,0.011583,0.051724,0,0.25,1
0,0.004138,0,0,0,0,0,0,0,0,0,0
0,0.002913,0,0,0,0,0,0,0,0,0,0
0,0.074033,0,0,0,0,0,0,0,0,0,0
1,0.008805,0,0,0.017647,0,0,0,0,0,0.0625,1
1,0.043108,0,0.291667,0,0,0.057143,0.027027,0,0,0,0
1,0.041883,0,0.166667,0,0,0.028571,0.003861,0.043103,0,0.0625,0
1,0.005595,0,0,0,0,0,0,0,0,0,0
1,0.047259,0.011043,0,0,0,0.057143,0,0,0,0.0625,1
0,0.009681,0,0,0,0,0,0,0,0,0,0
1,0.019324,0,0,0,0,0.028571,0,0,0,0,0
1,0.059608,0,0.25,0,0,0.085714,0.023166,0,0,0.0625,3
0,0.012891,0,0,0,0,0,0,0,0,0,0
0,0.026259,0,0,0,0,0,0,0,0,0,0
0,0.006046,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.044629,0.011043,0.208333,0,0,0.028571,0.019305,0.017241,0,0.1875,3
0,0.000245,0,0,0,0,0,0,0,0,0,0
0,0.002926,0,0,0,0,0,0,0,0,0,0
1,0.008482,0,0,0,0,0,0,0,0,0,0
1,0.017081,0,0,0,0,0.057143,0,0,0,0.0625,1
0,0.001186,0,0,0,0,0,0,0,0,0,0
1,0.044513,0.007362,0.166667,0,0,0.028571,0.007722,0.017241,0,0.125,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.012298,0,0,0,0,0,0,0,0,0.0625,0
0,0.001882,0,0,0,0,0,0,0,0,0,0
1,0.049141,0,0.375,0,0,0.028571,0.015444,0.034483,0,0.0625,1
0,0.07094,0,0,0,0,0,0,0.008621,0,0,0
1,0.031544,0.004499,0,0,0,0.114286,0,0,0,0.1875,2
0,0.001031,0,0,0,0,0,0,0,0,0,0
1,0.048071,0.013497,0.083333,0,0,0.028571,0.003861,0.008621,0,0,0
0,0.009668,0,0,0,0,0,0.003861,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.001199,0,0,0,0,0,0,0,0,0,0
1,0.02225,0,0.083333,0,0,0,0.011583,0.017241,0,0,1
1,0.035425,0,0.25,0,0,0.028571,0.027027,0.017241,0,0.0625,3
0,0.090508,0,0,0,0,0,0.003861,0.008621,0,0,0
1,0.037126,0.003681,0.208333,0,0,0.057143,0.023166,0.017241,0,0,2
0,0.027922,0,0,0,0,0,0,0,0,0,0
0,0.002166,0,0,0,0,0,0,0,0,0,0
1,0.017738,0,0,0,0,0,0.007722,0,0,0,0
1,0.053034,0,0,0,0,0.028571,0.034749,0,0,0,1
1,0.035025,0,0.333333,0,0,0.085714,0.019305,0.017241,0,0.1875,5
0,0.004099,0,0,0,0,0,0,0,0,0,0
0,0.104186,0,0,0,0,0,0,0,0,0,0
1,0.048238,0,0.208333,0.026471,0,0.057143,0.030888,0,0,0.0625,2
0,0.045299,0,0,0,0,0,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.036224,0,0.125,0,0,0.057143,0.023166,0.025862,0,0.125,3
0,0.019749,0,0,0,0,0,0,0,0,0,0
1,0.023604,0,0.083333,0,0,0.085714,0,0,0,0.1875,3
1,0.407809,0,0,0,0,0,0,0,0,0,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
1,0.031725,0.006135,0,0,0,0,0.007722,0.008621,0,0.1875,0
1,0.044526,0,0.375,0,0,0.028571,0.011583,0,0,0.3125,2
0,0.002591,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
