@relation DFED_10_BOW_weka-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Class {0,1}
@attribute TextLength numeric
@attribute 2e numeric
@attribute bank numeric
@attribute br numeric
@attribute div numeric
@attribute million numeric
@attribute money numeric
@attribute mr numeric
@attribute nbsp numeric
@attribute transaction numeric
@attribute transfer numeric

@data
0,0.01699,0,0,0,0,0,0,0,0,0,0
1,0.815748,0,0,0.002941,0,0,0,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
1,0.020394,0,0,0,0,0,0.007722,0,0,0.0625,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.034277,0,0.166667,0,0,0.057143,0.019305,0,0,0,0
0,0.002888,0,0,0,0,0,0,0,0,0,0
0,0.011086,0,0,0,0,0,0,0,0,0,0
0,0.001083,0,0,0,0,0,0,0,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
0,0.000296,0,0,0,0,0,0,0,0,0,0
0,0.000503,0,0,0,0,0,0,0,0,0,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
0,0.002166,0,0,0,0,0,0,0,0,0,0
0,0.004512,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.00058,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.019904,0,0.041667,0,0,0,0,0.017241,0,0,0
0,0.003674,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.001328,0,0,0,0,0,0,0,0,0,0
1,0.069767,0,0,0,0,0,0,0,0,0,0
1,0.027033,0,0.041667,0,0,0,0.003861,0,0,0.125,1
0,0.00165,0,0,0,0,0,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
0,0.000632,0,0,0,0,0,0,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.001379,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
1,0.042695,0,0.041667,0,0,0.028571,0.003861,0,0,0.1875,0
0,0.00058,0,0,0,0,0,0,0,0,0,0
1,0.008573,0,0.041667,0,0,0,0,0,0,0,0
1,0.020832,0,0,0,0,0,0,0,0,0,0
0,0.001573,0,0,0,0,0,0,0,0,0,0
0,0.00156,0,0,0,0,0,0,0,0,0,0
1,0.034793,0,0,0,0,0.057143,0.007722,0.008621,0,0.0625,1
0,0.00281,0,0,0,0,0,0,0,0,0,0
0,0.001379,0,0,0,0,0,0,0,0,0,0
1,0.023732,0,0,0,0,0.028571,0.003861,0.017241,0,0.125,0
1,0.075,0,0.041667,0,0,0.028571,0.03861,0.017241,0,0.25,1
0,0.004435,0,0,0,0,0,0,0,0,0,0
1,0.040517,0,0.333333,0,0,0.028571,0.019305,0,0,0.25,3
1,0.035412,0.000818,0,0,0,0.028571,0.015444,0,0,0.0625,0
1,0.038789,0,0.375,0,0,0.028571,0.030888,0,0,0.125,0
0,0.012479,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.00107,0,0,0,0,0,0,0,0,0,0
0,0.001702,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.001096,0,0,0,0,0,0,0,0,0,0
0,0.000271,0,0,0,0,0,0,0,0,0,0
0,0.000645,0,0,0,0,0,0,0,0,0,0
0,0.000567,0,0,0,0,0,0,0,0,0,0
1,0.028683,0,0.125,0,0,0.028571,0.011583,0.034483,0,0.0625,1
0,0.001547,0,0,0,0,0,0,0,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
1,0.034754,0,0.125,0,0,0.028571,0.015444,0,0,0.25,2
0,0.052918,0,0,0,0,0,0,0,0,0,0
1,0.021116,0,0,0,0,0.028571,0.003861,0.025862,0,0.0625,0
1,0.03429,0,0.208333,0,0,0,0,0.008621,0,0,1
0,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
1,0.015147,0,0,0,0.003546,0,0,0,0.040886,0,0
1,0.045995,0,0.041667,0,0,0,0,0,0,0,2
1,0.037938,0.004908,0.125,0,0,0.028571,0.011583,0,0,0.125,0
0,0.004177,0,0,0,0,0,0,0,0,0,0
0,0.000696,0,0,0,0,0,0,0,0,0,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.001495,0,0,0,0,0,0,0,0,0,0
1,0.033272,0,0,0,0,0.028571,0.019305,0.008621,0,0,0
1,0.015057,0,0.083333,0,0,0,0.003861,0.008621,0,0.0625,0
1,0.035554,0,0.125,0,0,0.028571,0.034749,0.008621,0,0,0
0,0.00254,0,0,0,0,0,0,0,0,0,0
0,0.000245,0,0,0,0,0,0,0,0,0,0
0,0.11544,0,0,0,0,0,0.003861,0,0,0,1
1,0.01516,0,0.041667,0,0,0.028571,0,0.034483,0,0,0
0,0.005621,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
0,0.002037,0,0,0,0,0,0,0,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.032975,0,0.083333,0.014706,0.070922,0,0.003861,0.008621,0.015332,0.125,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
1,0.021709,0,0.083333,0,0,0.028571,0,0.008621,0,0,1
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.021064,0.002454,0,0,0,0,0.003861,0,0,0,0
1,0.048741,0,0.416667,0,0,0.028571,0.019305,0.025862,0,0.25,1
0,0.001495,0,0,0,0,0,0,0,0,0,0
1,0.002346,0,0,0,0,0,0,0,0,0,0
0,0.01253,0,0,0,0,0,0,0,0,0,0
0,0.00477,0,0,0,0,0,0,0,0,0,0
0,0.004615,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
1,0.066492,0,0.041667,0.158824,0.319149,0.057143,0.03861,0.008621,0.018739,0.1875,1
0,0.000619,0,0,0,0,0,0,0,0,0,0
1,0.025176,0,0,0,0,0,0.015444,0,0,0,0
0,0.002668,0,0,0,0,0,0,0,0,0,0
1,0.042695,0.002863,0.041667,0,0,0.028571,0.003861,0,0,0.1875,0
1,0.047491,0,0.166667,0.023529,0.134752,0,0.007722,0,0.132879,0,0
1,0.004963,0,0,0,0,0,0,0,0,0,0
0,0.000799,0,0,0,0,0,0,0,0,0,0
0,0.000709,0,0,0,0,0,0,0,0,0,0
1,0.033465,0.000818,0,0,0,0,0.007722,0,0,0.25,1
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.024338,0,0,0,0,0,0.003861,0,0,0.0625,1
0,0.003506,0,0,0,0,0,0,0,0,0,0
0,0.000077,0,0,0,0,0,0,0,0,0,0
1,0.035876,0,0.083333,0,0,0,0,0.060345,0,0.0625,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
0,0.003455,0,0,0,0,0,0,0,0,0,0
1,0.013458,0,0.041667,0,0,0,0,0,0,0.125,2
1,0.030513,0.003272,0,0,0,0,0.034749,0.008621,0,0.0625,0
0,0.000812,0,0,0,0,0,0,0,0,0,0
0,0.024364,0,0,0,0,0,0,0,0,0,0
1,0.035322,0,0.166667,0,0,0.085714,0,0,0,0.1875,2
1,0.040336,0,0.041667,0,0,0.028571,0.007722,0.025862,0,0.125,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
1,0.010184,0,0,0,0,0,0.007722,0.017241,0,0,0
0,0.00174,0,0,0,0,0,0,0,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
1,0.04111,0.007362,0.083333,0,0,0.028571,0.019305,0,0,0,2
0,0.000516,0,0,0,0,0,0,0,0,0,0
1,0.02011,0.00409,0.083333,0,0,0.028571,0.007722,0.008621,0,0.1875,0
0,0.074459,0,0.083333,0,0,0,0,0,0,0,0
0,0.000516,0,0,0,0,0,0,0,0,0,0
1,0.023436,0,0.041667,0.032353,0,0.028571,0.003861,0,0.006814,0,2
1,0.006304,0,0.083333,0,0,0.028571,0,0.008621,0,0.125,1
0,0.001379,0,0,0,0,0,0,0,0,0,0
1,0.031957,0.004908,0.083333,0,0,0.028571,0.011583,0.008621,0,0,1
0,0.00263,0,0,0,0,0,0,0,0,0,0
1,0.000877,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
1,0.027033,0,0.041667,0,0,0,0.003861,0,0,0.125,1
1,0.021283,0,0,0,0,0.028571,0.007722,0,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.044513,0.007362,0.166667,0,0,0.028571,0.007722,0.017241,0,0.125,0
0,0.003287,0,0,0,0,0,0,0,0,0,0
1,0.030668,0,0.125,0,0,0.028571,0.015444,0.025862,0,0.0625,2
0,0.188468,0,0,0,0,0.2,0.015444,0,0,0,0
1,0.000077,0,0,0,0,0,0,0,0,0,0
0,0.000451,0,0,0,0,0,0,0,0,0,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
1,0.032846,0,0.041667,0.058824,0.028369,0.028571,0.011583,0.008621,0.015332,0.125,2
1,0.01623,0,0,0,0,0,0,0,0,0,0
0,0.002385,0,0,0,0,0,0,0,0,0,0
0,0.000541,0,0,0,0,0,0,0,0,0,0
1,0.017867,0.001227,0.041667,0,0,0.028571,0,0,0,0,0
1,0.048135,0,0.125,0,0,0.057143,0,0,0,0,0
1,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.001392,0,0,0,0,0,0,0,0,0,0
0,0.008508,0,0,0,0,0,0,0,0,0,0
0,0.001624,0,0,0,0,0,0,0,0,0,0
1,0.036056,0.002045,0,0,0,0.028571,0.015444,0,0,0.0625,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000013,0,0,0,0,0,0,0,0,0,0
0,0.00067,0,0,0,0,0,0,0,0,0,0
0,0.002385,0,0,0,0,0,0,0,0,0,0
1,0.037307,0,0.083333,0,0,0,0.023166,0,0,0,2
0,0.004061,0,0,0,0,0,0,0,0,0,0
1,0.044925,0,0.375,0,0,0,0.007722,0.025862,0,0.3125,2
0,0.00205,0,0,0,0,0,0,0,0,0,0
0,0.000052,0,0,0,0,0,0,0,0,0,0
0,0.000825,0,0,0,0,0,0,0,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
1,0.051951,0,0.291667,0.061765,0,0.085714,0.023166,0,0.120954,0.0625,1
1,0.002772,0,0,0,0,0,0,0,0,0,0
1,0.001315,0,0.041667,0,0,0,0,0.008621,0,0,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.075916,0,0,0,0,0,0,0,0,0,0
1,0.018589,0,0,0,0,0,0.003861,0,0,0,1
0,0.000606,0,0,0,0,0,0,0,0,0,0
0,0.000335,0,0,0,0,0,0,0,0,0,0
0,0.003906,0,0,0,0,0,0,0,0,0,0
0,0.002527,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
0,0.000245,0,0,0,0,0,0,0,0,0,0
0,0.00611,0,0,0,0,0,0,0,0,0,0
0,0.00125,0,0,0,0,0,0,0,0,0,0
0,0.002733,0,0,0,0,0,0,0,0,0,0
0,0.000155,0,0,0,0,0,0,0,0,0,0
0,0.003571,0,0,0,0,0,0,0,0,0,0
1,0.042979,0,0.041667,0,0,0.028571,0.007722,0.025862,0,0.0625,0
1,0.035399,0,0.041667,0,0,0.028571,0.003861,0,0,0.0625,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.007503,0,0.041667,0,0,0,0,0.008621,0,0,0
1,0.04178,0.009407,0.291667,0,0,0,0.003861,0.017241,0,0,0
1,0.009462,0,0,0,0,0,0,0,0,0,0
0,0.000993,0,0,0,0,0,0,0,0,0,0
1,0.018112,0,0.041667,0,0,0,0.007722,0,0,0.125,0
0,0.000877,0,0,0,0,0,0,0,0,0,0
1,0.078765,0,0,0,0,0,0,0,0,0,0
1,0.04392,0,0,0,0,0,0.019305,0,0,0,0
0,0.005814,0,0,0,0,0,0,0,0,0,0
1,0.024248,0,0,0,0,0,0.011583,0,0,0,0
1,0.041638,0,0.166667,0,0,0.028571,0.023166,0.017241,0,0.0625,4
0,0.001611,0,0,0,0,0,0,0,0,0,0
1,0.026066,0.003681,0.125,0,0,0,0,0,0,0.0625,1
1,0.034174,0,0,0,0,0,0.003861,0.008621,0,0.0625,2
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.030539,0,0,0,0,0.028571,0.007722,0,0,0,1
1,0.075812,0,0.208333,0,0,0.142857,0.023166,0,0,0.125,0
1,0.033543,0,0,0,0,0.028571,0.023166,0.008621,0,0.125,0
1,0.026285,0,0.166667,0,0,0.028571,0.011583,0.017241,0,0.125,1
0,0.001663,0,0,0,0,0,0,0,0,0,0
0,0.008508,0,0,0,0,0,0,0,0,0,0
1,0.025576,0,0.125,0,0,0.085714,0.003861,0.008621,0,0.0625,1
0,0.00098,0,0,0,0,0,0,0,0,0,0
1,0.011177,0,0,0,0,0.028571,0,0,0,0,0
1,0.020175,0.003272,0.208333,0,0,0.028571,0.015444,0.008621,0,0.0625,1
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.037835,0,0.208333,0,0,0.028571,0.011583,0.051724,0,0.25,2
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.032318,0,0,0,0,0.028571,0.019305,0,0,0,0
1,0.020497,0,0,0,0,0,0.015444,0.017241,0,0,0
0,0.004267,0,0,0,0,0,0,0,0,0,0
0,0.001147,0,0,0,0,0,0,0,0,0,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.006484,0,0,0,0,0,0,0,0,0,0
1,0.026826,0,0.083333,0,0,0.028571,0.007722,0.008621,0,0,1
0,0.003017,0,0,0,0,0,0,0,0,0,0
0,0.04334,0,0,0,0,0,0,0,0,0,0
0,0.000554,0,0,0,0,0,0,0,0,0,0
0,0.000168,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.000219,0,0,0,0,0,0,0,0,0,0
1,0.06149,0,0.291667,0.035294,0.202128,0.085714,0.023166,0,0.153322,0.0625,1
0,0.000593,0,0,0,0,0,0,0,0,0,0
0,0.000516,0,0,0,0,0,0,0,0,0,0
0,0.002372,0,0,0,0,0,0,0,0,0,0
0,0.074033,0,0,0,0,0,0,0,0,0,0
0,0.000322,0,0,0,0,0,0,0,0,0,0
1,0.049424,0,0.25,0.176471,0.106383,0.057143,0.030888,0,0,0.0625,4
0,0.002075,0,0,0,0,0,0,0,0,0,0
1,0.002591,0,0,0,0,0,0,0,0,0,0
1,0.072757,0,0,0,0,0,0,0,0,0,0
1,0.045016,0,0.333333,0,0,0,0.027027,0.025862,0,0.125,1
1,0.04285,0,0.333333,0,0,0.057143,0.019305,0,0,0.1875,2
0,0.004976,0,0,0,0,0,0,0,0,0,0
0,0.070824,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.024145,0,0.083333,0,0,0.028571,0,0,0,0.0625,2
1,0.80626,0,0,0,0,0.828571,1,1,0,0,0
0,0.08374,0,0,0,0,0,0,0,0,0,0
1,0.011731,0,0.166667,0.047059,0,0,0,0,0,0,3
0,0.255695,0,0,0,0,0,0.007722,0,0,0,2
1,0.008237,0,0.041667,0,0,0,0,0.025862,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
1,0.091849,0,0,0,0,0.057143,0.003861,0.034483,0,0.125,1
1,0.03817,0,0,0,0,0,0.015444,0.008621,0,0,0
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.091462,0,0,0,0,0,0,0,0,0,0
1,0.02925,0,0.291667,0.144118,0,0.028571,0.007722,0,0.025554,0,4
0,0.000696,0,0,0,0,0,0,0,0,0,0
1,0.003945,0,0,0,0,0,0,0.008621,0,0,0
0,0.00642,0,0,0,0,0,0,0,0,0,0
0,0.000348,0,0,0,0,0,0,0,0,0,0
1,0.016887,0,0,0,0,0.028571,0,0.017241,0,0,0
1,0.018898,0,0,0,0,0.028571,0.003861,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
1,0.039395,0,0.375,0,0,0.028571,0.019305,0.017241,0,0.25,3
1,0.010236,0,0.166667,0,0,0,0,0,0,0,1
1,0.38739,0,0,0,0,0,0,0,0,0,0
0,0.00116,0,0,0,0,0,0,0,0,0,0
0,0.000529,0,0,0,0,0,0,0,0,0,0
1,0.047594,0,0.125,0.170588,0.007092,0.028571,0.023166,0.008621,0.008518,0,0
1,0.034239,0,0.25,0,0,0.028571,0.027027,0.008621,0,0.1875,2
0,0.000232,0,0,0,0,0,0,0,0,0,0
1,0.030823,0,0,0,0,0.028571,0.019305,0.017241,0,0,0
0,0.001044,0,0,0,0,0,0,0,0,0,0
1,0.043907,0,0.208333,0,0,0.057143,0.015444,0.034483,0,0.125,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
0,0.00116,0,0,0,0,0,0,0,0,0,0
0,0.00058,0,0,0,0,0,0,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
0,0.001611,0,0,0,0,0,0,0,0,0,0
0,0.002952,0,0,0,0,0,0,0,0,0,0
0,0.000271,0,0,0,0,0,0,0,0,0,0
1,0.020819,0,0.041667,0,0,0,0.003861,0,0,0,0
1,0.031609,0,0,0,0,0.028571,0.007722,0.008621,0,0,0
0,0.00165,0,0,0,0,0,0,0,0,0,0
0,0.001341,0,0,0,0,0,0,0,0,0,0
0,0.001379,0,0,0,0,0,0,0,0,0,0
1,0.035566,0.006544,0.041667,0,0,0.028571,0.019305,0.017241,0,0.0625,3
1,0.033117,0,0.125,0,0,0.028571,0,0,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
1,0.039756,0,0,0,0,0.028571,0.003861,0.025862,0,0,2
1,0.032692,0,0.208333,0,0,0.028571,0.003861,0.025862,0,0.125,2
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.001044,0,0,0,0,0,0,0,0,0,0
1,0.017699,0,0,0,0,0.057143,0.007722,0.017241,0,0.1875,2
0,0.002823,0,0,0,0,0,0,0,0,0,0
1,0.038892,0.006544,0.041667,0,0,0.028571,0,0,0,0.1875,1
0,0.001521,0,0,0,0,0,0,0,0,0,0
1,0.026104,0,0.041667,0.073529,0,0,0,0.008621,0,0,0
0,0.012002,0,0,0,0,0,0,0,0,0,0
1,0.010468,0,0,0,0,0,0.003861,0,0,0.0625,1
0,0.000245,0,0,0,0,0,0,0,0,0,0
0,0.001856,0,0,0,0,0,0,0,0,0,0
0,0.001173,0,0,0,0,0,0,0,0,0,0
1,0.007657,0,0,0,0,0,0.003861,0,0,0.0625,1
0,0.001315,0,0,0,0,0,0,0,0,0,0
0,0.0004,0,0,0,0,0,0,0,0,0,0
0,0.002037,0,0,0,0,0,0,0,0,0,0
0,0.002011,0,0,0,0,0,0,0,0,0,0
0,0.002191,0,0,0,0,0,0,0,0,0,0
0,0.003983,0,0,0,0,0,0,0,0,0,0
0,0.00049,0,0,0,0,0,0,0,0,0,0
1,0.022289,0,0.083333,0,0,0,0.003861,0.017241,0,0,0
1,0.038196,0,0.083333,0,0,0.028571,0.019305,0.051724,0,0.125,1
0,0.000193,0,0,0,0,0,0,0,0,0,0
0,0.000232,0,0,0,0,0,0,0,0,0,0
1,0.024661,0,0.041667,0,0,0.028571,0.011583,0.008621,0,0.125,2
1,0.041857,0,0.166667,0,0,0.057143,0.011583,0.025862,0,0.375,0
1,0.00718,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.04334,0,0.333333,0,0,0.028571,0.007722,0,0,0.0625,0
1,0.039305,0,0.291667,0,0,0.028571,0.011583,0.008621,0,0,0
0,0.002411,0,0,0,0,0,0,0,0,0,0
0,0.000039,0,0,0,0,0,0,0,0,0,0
1,0.044539,0.013088,0.041667,0,0,0.057143,0.023166,0.017241,0,0.1875,0
0,0.000606,0,0,0,0,0,0,0,0,0,0
1,0.013858,0,0,0,0,0,0,0.008621,0,0.125,1
0,0.001985,0,0,0,0,0,0,0,0,0,0
1,0.033659,0,0.208333,0,0,0,0.003861,0.017241,0,0.125,2
0,0.002656,0,0,0,0,0,0,0,0,0,0
0,0.009217,0,0,0,0,0,0,0,0,0,0
0,0.001534,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.0243,0.003272,0,0,0,0.028571,0.011583,0,0,0.0625,1
1,0.041316,0,0.166667,0,0,0.028571,0.019305,0.025862,0,0.0625,1
0,0.000503,0,0,0,0,0,0,0,0,0,0
1,0.018705,0,0.041667,0,0,0.028571,0,0,0,0,2
0,0.001521,0,0,0,0,0,0,0,0,0,0
1,0.03032,0.002045,0,0,0,0,0.003861,0,0,0.0625,0
1,0.020329,0,0,0.002941,0,0,0,0,0.003407,0,0
0,0.000838,0,0,0,0,0,0,0,0,0,0
0,0.007309,0,0,0,0,0,0,0,0,0,0
1,0.03099,0,0.208333,0,0,0.057143,0.011583,0.025862,0,0,2
1,0.018202,0.005317,0,0,0,0.028571,0,0.008621,0,0,0
0,0.000103,0,0,0,0,0,0,0,0,0,0
1,0.027136,0,0.166667,0,0,0,0.007722,0.017241,0,0,0
1,0.043159,0,0,0,0,0,0.011583,0,0,0.0625,0
0,0.016617,0,0,0,0,0,0,0,0,0,0
1,0.027007,0.002863,0,0,0,0,0.003861,0.008621,0,0.0625,1
1,0.041612,0,0.083333,0,0,0.028571,0.027027,0,0,0.1875,1
1,0.007683,0.000409,0,0,0,0,0,0,0,0,0
0,0.045854,0,0,0,0,0.028571,0.007722,0,0,0,0
0,0.000567,0,0,0,0,0,0,0,0,0,0
0,0.001418,0,0,0,0,0,0,0,0,0,0
1,0.049154,0,0.375,0,0,0.028571,0.019305,0.025862,0,0.25,3
1,0.031622,0,0,0,0,0.028571,0.019305,0.017241,0,0,0
0,0.001199,0,0,0,0,0,0,0,0,0,0
0,0.001934,0,0,0,0,0,0,0,0,0,0
1,0.040053,0,0.041667,0,0,0,0.015444,0,0,0.3125,3
0,0.000064,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
1,0.024235,0,0.041667,0,0,0.028571,0.007722,0.008621,0,0,1
1,0.014077,0,0,0,0,0.028571,0,0,0,0,1
0,0.004344,0,0,0,0,0,0,0,0,0,0
1,0.03264,0,0,0,0,0.028571,0.015444,0,0,0.125,0
0,0.000116,0,0,0,0,0,0,0,0,0,0
0,0.001109,0,0,0,0,0,0,0,0,0,0
1,0.040027,0,0.25,0,0,0.028571,0.011583,0.051724,0,0.25,2
1,0.008431,0,0,0,0,0,0,0,0,0,0
1,0.032872,0,0,0,0,0,0.007722,0,0,0.1875,1
0,0.065203,0,0.041667,0,0,0,0,0,0,0,0
0,0.00009,0,0,0,0,0,0,0,0,0,0
1,0.03469,0,0.125,0,0,0,0.019305,0,0,0,0
0,0.000258,0,0,0,0,0,0,0,0,0,0
1,0.050958,0.007771,0.208333,0,0,0.028571,0.011583,0.034483,0,0.3125,1
0,0.017996,0,0,0,0,0,0,0,0,0,0
0,0.000851,0,0,0,0,0,0,0,0,0,0
1,0.051951,0,0.208333,0,0,0.057143,0.03861,0.017241,0,0.0625,4
0,0.000013,0,0,0,0,0,0,0,0,0,0
1,0.006923,0,0,0,0,0,0,0,0,0,0
0,0.001379,0,0,0,0,0,0,0,0,0,0
0,0.00165,0,0,0,0,0,0,0,0,0,0
1,0.034097,0.004499,0.083333,0,0,0.028571,0.023166,0,0,0.0625,1
0,0.003004,0,0,0,0,0,0,0,0,0,0
0,0.001083,0,0,0,0,0,0,0,0,0,0
0,0.001818,0,0,0,0,0,0,0,0,0,0
1,0.035979,0,0,0,0,0.057143,0.015444,0,0,0,0
1,0.024558,0,0.166667,0,0,0.028571,0.007722,0,0,0,1
1,0.0243,0,0.083333,0,0,0.028571,0.007722,0.008621,0,0.125,3
0,0.00165,0,0,0,0,0,0,0,0,0,0
1,0.025099,0,0.291667,0,0,0.028571,0.007722,0,0,0.125,4
0,0.000155,0,0,0,0,0,0,0,0,0,0
0,0.000477,0,0,0,0,0,0,0,0,0,0
0,0.000889,0,0,0,0,0,0,0,0,0,0
0,0.000387,0,0,0,0,0,0,0,0,0,0
1,0.018885,0,0.041667,0,0,0,0,0.008621,0,0,0
0,0.004022,0,0,0,0,0,0,0,0,0,0
1,0.042489,0,0,0,0,0.057143,0.015444,0,0,0.125,1
0,0.001624,0,0,0,0,0,0,0,0,0,0
0,0.000361,0,0,0,0,0,0,0,0,0,0
1,0.025009,0,0,0.058824,0,0,0,0,0.008518,0,0
0,0.00156,0,0,0,0,0,0,0,0,0,0
1,0.009385,0,0,0,0,0,0,0.008621,0,0.0625,0
0,0.019208,0,0,0,0,0,0,0,0,0,0
1,0.035257,0,0.375,0,0,0.028571,0.015444,0.017241,0,0.125,0
1,0.029379,0,0,0,0,0,0,0,0,0.0625,0
0,0.002552,0,0,0,0,0,0,0,0,0,0
0,0.003133,0,0,0,0,0,0,0,0,0,0
1,0.023565,0.006135,0,0,0,0.028571,0.007722,0.008621,0,0,0
0,0.004705,0,0,0,0,0,0,0,0,0,0
1,0.031918,0.001227,0,0,0,0,0.019305,0,0,0,1
0,0.000967,0,0,0,0,0,0,0,0,0,0
0,0.002269,0,0,0,0,0,0,0,0,0,0
1,0.044088,0,0.125,0,0,0.028571,0,0.051724,0,0.25,0
0,0.002088,0,0,0,0,0,0,0,0,0,0
0,0.001328,0,0,0,0,0,0,0,0,0,0
0,0.002359,0,0,0,0,0,0,0,0,0,0
0,0.001199,0,0,0,0,0,0,0,0,0,0
0,0.00223,0,0,0,0,0,0,0,0,0,0
0,0.001921,0,0,0,0,0,0,0,0,0,0
0,0.000593,0,0,0,0,0,0,0,0,0,0
0,0.0037,0,0,0,0,0,0,0,0,0,0
0,0.001663,0,0,0,0,0,0,0,0,0,0
1,0.008573,0,0.041667,0,0,0,0,0,0,0,0
0,0.007477,0,0,0,0,0,0,0,0,0,0
0,0.000799,0,0,0,0,0,0,0,0,0,0
1,0.005311,0,0,0.008824,0.003546,0,0,0,0,0,0
0,0.004422,0,0,0,0,0,0,0,0,0,0
1,0.044023,0,0,0,0,0.057143,0.027027,0.008621,0,0.1875,2
1,0.004409,0,0,0.014706,0,0,0,0.008621,0.006814,0,0
0,0.000168,0,0,0,0,0,0,0,0,0,0
0,0.001186,0,0,0,0,0,0,0,0,0,0
0,0.000129,0,0,0,0,0,0,0,0,0,0
0,0.00018,0,0,0,0,0,0,0,0,0,0
0,0.000309,0,0,0,0,0,0,0,0,0,0
0,0.00593,0,0,0,0,0,0,0,0,0,0
0,0.000941,0,0,0,0,0,0,0,0,0,0
1,0.017931,0,0,0,0,0.028571,0.003861,0.017241,0,0,0
1,0.037126,0.003681,0.208333,0,0,0.057143,0.023166,0.017241,0,0,2
0,0.001096,0,0,0,0,0,0,0,0,0,0
1,0.009062,0,0.083333,0.011765,0,0,0,0,0.010221,0,0
0,0.000722,0,0,0,0,0,0,0,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
0,0.074433,0,0,0,0,0,0,0.103448,0,0,0
0,0.000026,0,0,0,0,0,0,0,0,0,0
