Class,TextLength,2e,account,bank,br,div,kin,mail,million,money,mr,nbsp,security,state,strong,sum,time,transaction,transfer,united,years
1,1853,0,0,0,0,0,0,0,10.734952,12.542306,0,0,0,10.957344,0,11.957344,0,0,0,11.220378,23.914688
1,1086,0,0,9.734952,0,0,0,0,0,12.542306,12.674459,0,0,0,0,0,0,11.957344,0,11.220378,0
0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,3237,0,20.165749,29.789162,0,0,29.004257,18.299978,10.734952,29.727064,10.695099,0,0,0,0,11.957344,0,23.914688,21.084612,11.220378,11.957344
0,253,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,2651,0,26.063852,23.073233,0,0,29.004257,0,10.734952,12.542306,5.347549,0,10.957344,0,0,11.957344,0,0,10.542306,0,11.957344
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1670,33.661133,0,9.734952,0,0,11.220378,0,0,29.727064,0,0,0,0,0,0,0,0,21.084612,22.440756,11.957344
1,811,0,0,0,0,0,0,21.686787,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2406,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4380,0,0,0,0,0,0,0,10.734952,32.421391,0,0,10.957344,0,0,0,0,0,0,0,0
0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2244,0,10.082874,0,20.703089,23.200985,0,9.149989,21.469904,29.727064,0,34.441101,0,0,35.696705,0,9.082874,0,10.542306,0,0
1,2150,0,0,0,0,0,22.440756,9.149989,21.469904,12.542306,5.347549,0,29.935692,0,0,0,0,0,0,11.220378,11.957344
0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2627,0,20.165749,23.073233,0,0,26.593904,0,10.734952,36.733768,14.609616,0,0,0,0,0,9.082874,0,27.251467,0,11.957344
0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,9.957344,0,0,0,0,0,0
0,265,0,0,0,0,0,0,0,0,12.542306,0,0,0,0,0,0,0,0,0,0,0
1,1390,0,10.082874,0,0,0,0,0,0,29.727064,0,0,0,10.957344,0,11.957344,0,0,0,0,0
0,1472,0,0,0,0,0,0,0,0,0,0,0,0,21.914688,0,0,18.165749,0,0,0,0
1,2327,36.637264,0,0,0,0,0,9.149989,0,25.084612,0,0,10.957344,0,9.957344,0,9.082874,11.957344,0,0,11.957344
0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,935,0,10.082874,0,0,0,0,0,0,0,0,0,10.957344,0,0,11.957344,0,11.957344,10.542306,0,11.957344
0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2791,0,29.530613,23.073233,0,0,22.440756,9.149989,21.469904,32.421391,12.674459,0,0,0,0,0,0,0,21.084612,0,0
0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,9.957344,0,0,0,0,0,0
1,3497,0,10.082874,9.734952,0,0,0,0,10.734952,34.265842,0,0,10.957344,0,0,11.957344,18.165749,11.957344,10.542306,26.593904,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4229,0,27.546623,19.469904,0,0,0,21.686787,10.734952,38.379726,13.823215,0,25.970476,0,0,11.957344,0,30.909286,10.542306,11.220378,0
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1734,0,0,19.469904,0,0,0,0,0,12.542306,0,0,0,0,0,28.34062,0,23.914688,10.542306,0,0
0,71,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3120,0,0,0,0,0,0,24.997961,25.443377,0,5.347549,0,10.957344,0,0,11.957344,9.082874,11.957344,0,0,0
1,1606,0,0,9.734952,0,0,0,0,0,12.542306,0,0,10.957344,0,0,0,0,0,0,11.220378,0
1,3050,0,20.165749,9.734952,30.903221,19.110125,22.440756,0,10.734952,12.542306,5.347549,29.789162,21.914688,0,30.984018,23.914688,9.082874,23.914688,10.542306,11.220378,23.914688
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,9.957344,0,0,0,0,0,0
1,2092,0,0,9.734952,0,0,11.220378,0,10.734952,29.727064,0,0,0,0,0,0,9.082874,0,10.542306,0,11.957344
1,2946,0,26.063852,19.469904,0,0,0,18.299978,27.749449,25.084612,0,0,25.970476,10.957344,0,28.34062,0,28.34062,24.986776,22.440756,11.957344
1,2936,0,10.082874,9.734952,0,0,0,9.149989,0,12.542306,10.695099,0,10.957344,0,0,23.914688,0,0,0,0,11.957344
1,2290,36.969002,0,19.469904,0,0,0,9.149989,10.734952,29.727064,0,0,21.914688,10.957344,0,11.957344,0,23.914688,0,11.220378,0
1,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,430,0,0,0,23.864071,18.792898,0,0,0,0,5.347549,9.734952,0,0,0,0,0,0,0,0,0
1,1948,0,26.063852,26.596092,0,0,0,0,10.734952,25.084612,0,9.734952,0,0,0,0,9.082874,11.957344,0,11.220378,0
1,3277,0,23.897858,9.734952,0,0,0,0,21.469904,0,0,0,0,0,9.957344,11.957344,9.082874,32.667713,24.986776,11.220378,0
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,244,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
1,593,0,10.082874,0,0,0,0,0,0,0,5.347549,0,10.957344,0,0,0,0,11.957344,0,0,0
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,413,0,0,0,0,0,0,18.299978,0,12.542306,5.347549,0,0,0,0,0,0,0,0,0,0
1,2102,35.421162,0,0,0,0,0,0,10.734952,34.265842,0,0,10.957344,0,0,11.957344,0,0,10.542306,22.440756,0
0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.165749,0,0,0,0
1,2684,37.273289,29.530613,28.511621,0,0,0,0,25.443377,39.594303,10.695099,0,0,0,0,0,0,23.914688,28.8018,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,713,0,20.165749,0,0,0,0,0,10.734952,0,5.347549,0,0,10.957344,0,23.914688,0,0,21.084612,11.220378,0
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2880,0,30.853811,23.073233,0,0,0,0,27.749449,35.644707,5.347549,0,0,0,0,11.957344,0,23.914688,27.251467,11.220378,0
0,97,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,1096,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,160,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,375,0,10.082874,19.469904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,94,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1063,0,10.082874,0,0,0,0,0,0,12.542306,0,0,21.914688,0,0,0,0,0,10.542306,11.220378,0
1,2633,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3936,37.273289,10.082874,25.164486,0,0,26.593904,0,10.734952,25.084612,14.609616,0,0,0,0,11.957344,9.082874,32.667713,0,0,11.957344
1,1037,0,10.082874,9.734952,0,0,0,0,0,0,0,0,0,0,0,11.957344,0,23.914688,0,0,0
0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,181,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2161,0,0,0,0,0,0,9.149989,10.734952,25.084612,13.823215,0,21.914688,0,0,0,0,23.914688,21.084612,0,0
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,4637,0,0,0,0,0,0,0,0,25.084612,0,0,10.957344,32.872032,19.914688,0,0,0,0,0,0
1,3191,0,28.655106,29.789162,0,0,22.440756,0,10.734952,34.265842,5.347549,0,0,0,0,23.914688,18.165749,30.909286,24.986776,11.220378,0
0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3056,0,28.655106,29.789162,0,0,22.440756,0,10.734952,34.265842,10.695099,0,0,0,0,23.914688,18.165749,30.909286,24.986776,11.220378,0
0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1489,0,0,0,0,0,0,9.149989,10.734952,0,0,0,0,0,0,0,0,0,0,0,0
0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4422,40.100586,0,9.734952,0,0,0,0,21.469904,36.733768,0,0,29.935692,0,0,11.957344,0,0,0,11.220378,11.957344
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,651,30.654306,0,0,0,0,0,9.149989,0,25.084612,10.695099,0,0,0,0,0,0,0,0,0,0
1,2441,37.273289,20.165749,0,0,0,22.440756,9.149989,0,12.542306,5.347549,0,0,0,0,0,0,11.957344,0,0,11.957344
0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,316,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,146,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,392,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,964,0,20.165749,0,0,0,0,0,10.734952,0,0,0,0,0,0,11.957344,0,11.957344,0,11.220378,0
1,3802,0,29.530613,19.469904,0,0,0,0,21.469904,12.542306,12.674459,0,29.935692,0,0,23.914688,9.082874,11.957344,10.542306,22.440756,0
0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1843,0,23.897858,9.734952,0,0,0,0,0,12.542306,0,0,0,0,0,23.914688,0,23.914688,10.542306,0,0
1,1047,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,11.957344,0,0,0,0,0
0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1321,32.862122,10.082874,0,0,0,0,0,10.734952,25.084612,0,0,0,0,0,11.957344,9.082874,0,0,11.220378,0
1,2934,0,27.546623,29.204857,0,0,22.440756,0,10.734952,32.421391,5.347549,0,0,0,0,23.914688,18.165749,30.909286,24.986776,11.220378,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1847,0,20.165749,19.469904,0,0,11.220378,21.686787,10.734952,25.084612,0,0,0,0,0,0,0,11.957344,0,11.220378,11.957344
0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2157,0,0,0,27.180332,18.792898,0,0,0,25.084612,5.347549,25.164486,10.957344,0,0,11.957344,9.082874,0,21.084612,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,595,0,0,0,0,0,0,9.149989,0,0,5.347549,0,0,0,0,0,0,11.957344,0,0,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,898,0,0,0,0,0,0,9.149989,21.469904,0,0,0,0,0,0,11.957344,0,11.957344,0,0,0
1,3478,39.696362,28.655106,26.596092,0,0,30.654306,9.149989,10.734952,34.265842,10.695099,0,0,0,0,23.914688,0,28.34062,24.986776,11.220378,11.957344
0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1302,0,0,19.469904,0,0,0,0,10.734952,0,12.674459,0,0,0,0,0,0,0,0,0,0
0,161,0,0,9.734952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2684,0,20.165749,26.596092,0,0,32.862122,9.149989,0,36.733768,0,0,0,0,0,11.957344,0,11.957344,21.084612,0,0
1,1442,0,20.165749,9.734952,0,0,0,0,10.734952,0,0,0,0,0,0,0,0,0,0,0,0
0,2066,0,0,0,0,0,11.220378,0,0,0,0,0,0,10.957344,0,0,0,0,0,11.220378,0
0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,3480,0,0,0,0,0,0,9.149989,10.734952,29.727064,10.695099,0,28.324326,0,0,23.914688,0,11.957344,0,0,11.957344
0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2795,30.654306,0,0,0,0,0,9.149989,10.734952,32.421391,0,0,21.914688,0,0,0,9.082874,11.957344,0,0,11.957344
0,7655,0,0,0,0,0,0,0,0,12.542306,0,0,0,10.957344,0,0,18.165749,0,0,26.593904,23.914688
1,3215,0,20.165749,19.469904,0,0,0,0,21.469904,25.084612,10.695099,0,0,0,0,28.34062,9.082874,11.957344,10.542306,0,11.957344
1,1640,0,0,26.596092,0,0,26.593904,18.299978,10.734952,25.084612,10.695099,0,0,0,0,0,9.082874,0,10.542306,11.220378,11.957344
0,108,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,2948,33.661133,0,9.734952,0,0,0,0,10.734952,0,0,0,0,0,0,0,0,23.914688,10.542306,0,0
1,2761,37.814281,0,9.734952,0,0,0,9.149989,0,29.727064,5.347549,0,21.914688,21.914688,0,11.957344,0,0,0,11.220378,0
0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.165749,0,0,0,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,481,0,0,0,8.734952,16.778507,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,912,0,10.082874,9.734952,0,0,26.593904,0,0,12.542306,5.347549,0,0,0,0,11.957344,0,0,0,0,0
1,3069,37.273289,27.546623,30.292007,0,0,0,9.149989,21.469904,32.421391,5.347549,0,0,0,0,11.957344,0,11.957344,24.986776,0,11.957344
0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5927,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,9.082874,0,0,11.220378,11.957344
0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1706,0,0,0,27.57502,0,0,0,10.734952,32.421391,0,0,21.914688,0,0,23.914688,0,0,0,0,0
0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2182,0,0,0,0,0,0,23.65238,10.734952,12.542306,0,0,21.914688,10.957344,0,0,0,0,0,11.220378,0
1,1665,0,0,19.469904,0,0,0,0,0,12.542306,5.347549,0,10.957344,0,0,28.34062,0,23.914688,21.084612,0,0
1,436,0,0,0,27.180332,0,0,0,0,0,0,0,0,0,19.914688,0,0,0,0,0,0
1,1650,34.334595,0,0,0,0,0,0,0,29.727064,5.347549,0,0,0,0,0,0,11.957344,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1771,36.969002,0,0,0,0,0,0,10.734952,25.084612,10.695099,0,10.957344,0,0,0,9.082874,0,0,0,11.957344
0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3143,0,20.165749,9.734952,0,0,0,9.149989,10.734952,25.084612,10.695099,0,21.914688,0,0,11.957344,0,23.914688,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3290,36.27319,0,0,0,0,22.440756,0,21.469904,25.084612,5.347549,0,25.970476,10.957344,0,0,0,0,0,11.220378,11.957344
0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,409,0,0,0,0,0,0,0,0,29.727064,0,0,0,0,0,0,0,0,10.542306,0,0
1,3328,0,10.082874,0,0,0,0,0,10.734952,39.02758,0,0,25.970476,25.970476,0,11.957344,0,11.957344,0,11.220378,11.957344
1,493,0,10.082874,9.734952,0,0,0,0,10.734952,0,0,0,0,0,0,0,0,0,0,0,0
0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2044,0,0,0,0,0,0,0,10.734952,12.542306,0,0,0,0,0,23.914688,18.165749,0,0,0,0
0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28011,0,10.082874,0,0,0,0,0,10.734952,0,0,0,21.914688,37.973759,9.957344,0,27.248623,0,0,11.220378,23.914688
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,3776,38.283356,33.221146,19.469904,0,0,0,0,29.328114,35.644707,14.609616,0,0,0,9.957344,11.957344,0,11.957344,24.986776,26.593904,0
1,3686,0,20.165749,27.666325,0,0,29.004257,0,0,0,12.674459,0,0,21.914688,0,0,9.082874,23.914688,0,22.440756,11.957344
0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1688,0,10.082874,23.073233,0,0,29.004257,9.149989,0,0,5.347549,0,0,0,0,0,0,28.34062,0,0,0
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1450,26.593904,23.897858,0,0,0,0,9.149989,21.469904,0,0,0,0,0,0,11.957344,9.082874,11.957344,0,11.220378,0
0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3405,0,26.063852,28.511621,0,0,32.862122,0,21.469904,36.733768,0,0,0,0,0,11.957344,0,11.957344,10.542306,0,11.957344
1,1165,0,20.165749,23.073233,0,0,11.220378,0,10.734952,0,0,0,0,0,0,11.957344,0,0,0,11.220378,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1805,0,10.082874,0,0,0,0,9.149989,0,0,0,0,29.935692,0,0,0,0,0,10.542306,0,0
0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3298,0,0,0,28.238316,20.830172,0,21.686787,0,25.084612,0,35.102692,10.957344,0,0,0,0,11.957344,0,0,0
1,1975,0,0,0,0,0,0,0,0,25.084612,0,0,10.957344,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,11.957344
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,2852,0,0,0,0,0,0,0,0,0,0,0,35.02964,0,0,0,0,0,0,11.220378,11.957344
0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3095,0,20.165749,27.666325,0,0,30.654306,0,10.734952,29.727064,13.823215,0,0,0,0,23.914688,9.082874,30.909286,21.084612,0,11.957344
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3993,0,20.165749,27.666325,32.428555,14.556063,11.220378,18.299978,10.734952,0,12.674459,9.734952,0,0,0,23.914688,0,28.34062,0,11.220378,11.957344
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1305,0,0,0,20.703089,19.110125,0,18.299978,0,0,0,9.734952,0,0,0,11.957344,0,0,0,0,0
1,3281,0,27.546623,29.204857,0,0,22.440756,0,10.734952,29.727064,12.674459,0,0,21.914688,0,23.914688,21.527714,30.909286,21.084612,0,0
1,1543,0,23.897858,19.469904,0,0,0,0,21.469904,37.626919,12.674459,0,25.970476,0,0,0,0,11.957344,0,11.220378,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2050,0,0,0,0,0,0,0,10.734952,0,5.347549,0,25.970476,10.957344,0,11.957344,9.082874,0,0,11.220378,23.914688
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3986,37.554001,30.853811,19.469904,0,0,0,21.686787,21.469904,12.542306,10.695099,0,25.970476,0,0,28.34062,18.165749,23.914688,10.542306,22.440756,0
1,2766,37.814281,23.897858,26.596092,0,0,32.862122,18.299978,0,35.644707,5.347549,0,0,0,0,11.957344,9.082874,30.909286,10.542306,0,11.957344
1,283,0,0,0,0,0,0,0,10.734952,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,552,0,20.165749,19.469904,0,0,0,0,0,12.542306,0,0,0,0,0,0,0,0,21.084612,0,0
1,520,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.220378,0
0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
