Class,TextLength,2e,account,bank,br,div,kin,mail,million,money,mr,nbsp,security,state,strong,sum,time,transaction,transfer,united,years
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.440756,11.957344
0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3143,0,20.165749,9.734952,0,0,0,9.149989,10.734952,25.084612,10.695099,0,21.914688,0,0,11.957344,0,23.914688,0,0,0
0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,2376,37.554001,0,25.164486,0,0,11.220378,9.149989,10.734952,32.421391,0,0,0,0,0,11.957344,0,11.957344,0,0,11.957344
1,2854,0,26.063852,19.469904,0,0,0,0,0,36.733768,0,0,0,0,0,28.34062,9.082874,11.957344,24.986776,0,0
0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4012,0,27.546623,23.073233,0,0,0,0,10.734952,12.542306,0,0,0,0,0,23.914688,0,23.914688,10.542306,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2344,0,0,9.734952,23.864071,21.38167,0,9.149989,0,25.084612,0,25.164486,21.914688,0,0,0,18.165749,11.957344,24.986776,0,0
1,2110,0,23.897858,23.073233,0,0,22.440756,0,10.734952,0,0,0,0,0,0,23.914688,0,0,0,22.440756,11.957344
1,714,0,0,0,0,12.282854,0,18.299978,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1504,30.654306,20.165749,9.734952,0,0,0,0,10.734952,12.542306,12.674459,0,0,0,0,0,9.082874,0,21.084612,0,0
0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3903,36.27319,20.165749,23.073233,0,0,0,18.299978,10.734952,12.542306,0,0,0,21.914688,0,0,9.082874,23.914688,27.251467,11.220378,0
1,3131,0,0,0,0,0,0,21.686787,27.749449,0,0,0,10.957344,0,0,11.957344,9.082874,11.957344,0,0,0
0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,86,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,2848,0,20.165749,9.734952,0,0,0,9.149989,10.734952,0,5.347549,0,0,0,0,11.957344,0,0,0,11.220378,11.957344
1,1402,0,20.165749,0,0,0,0,0,21.469904,0,0,0,0,0,0,23.914688,0,0,21.084612,0,0
0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3840,0,0,0,0,0,0,0,0,29.727064,5.347549,0,0,0,0,0,9.082874,23.914688,10.542306,0,11.957344
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,3191,0,28.655106,29.789162,0,0,22.440756,0,10.734952,34.265842,5.347549,0,0,0,0,23.914688,18.165749,30.909286,24.986776,11.220378,0
1,4448,39.971462,0,23.073233,0,0,0,0,10.734952,36.733768,0,0,29.935692,0,0,0,9.082874,0,0,11.220378,11.957344
1,3731,34.914169,29.530613,30.73188,0,0,29.004257,9.149989,10.734952,36.733768,10.695099,0,0,0,0,28.34062,9.082874,28.34062,24.986776,11.220378,0
1,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4368,0,26.063852,28.511621,0,0,26.593904,9.149989,31.440411,29.727064,10.695099,0,0,0,0,23.914688,9.082874,30.909286,21.084612,0,23.914688
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,2289,0,26.063852,32.33881,0,0,0,18.299978,0,12.542306,10.695099,0,0,0,0,0,0,0,24.986776,0,23.914688
1,526,0,0,0,0,0,11.220378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8198,0,26.063852,0,0,0,0,0,0,0,0,0,0,29.935692,27.203672,0,23.478891,0,0,0,23.914688
1,857,0,0,0,0,0,0,0,0,12.542306,0,0,0,0,0,0,0,0,0,11.220378,0
0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3564,0,0,0,22.579525,23.135336,11.220378,0,10.734952,25.084612,5.347549,30.73188,21.914688,0,0,23.914688,0,0,21.084612,11.220378,11.957344
0,191,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,3816,36.969002,0,0,0,0,0,9.149989,10.734952,32.421391,0,0,21.914688,0,0,0,9.082874,30.909286,21.084612,11.220378,0
1,2983,0,23.897858,26.596092,23.864071,22.016787,30.654306,23.65238,0,0,5.347549,28.511621,0,10.957344,0,11.957344,0,0,10.542306,0,0
1,1982,36.969002,20.165749,19.469904,0,0,11.220378,0,10.734952,12.542306,5.347549,0,0,0,0,0,18.165749,11.957344,10.542306,11.220378,28.34062
1,2720,22.440756,0,0,0,0,0,9.149989,10.734952,32.421391,0,0,21.914688,0,0,0,0,0,0,0,11.957344
0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,3493,0,20.165749,27.666325,31.117384,0,30.654306,0,10.734952,29.727064,13.823215,0,0,0,0,23.914688,9.082874,30.909286,21.084612,0,11.957344
0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3174,0,23.897858,9.734952,0,0,0,0,10.734952,35.644707,10.695099,0,21.914688,0,0,23.914688,0,11.957344,24.986776,11.220378,0
1,37687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1054,0,0,0,0,0,0,0,0,34.265842,0,0,10.957344,0,0,11.957344,0,0,0,0,0
1,2272,0,20.165749,26.596092,0,0,29.004257,9.149989,10.734952,35.644707,0,0,0,0,0,11.957344,0,28.34062,10.542306,0,11.957344
1,1163,0,20.165749,0,0,0,0,0,0,25.084612,5.347549,0,0,0,0,11.957344,0,23.914688,21.084612,0,0
1,517,0,0,0,0,0,0,9.149989,0,0,0,0,10.957344,0,0,0,0,0,0,0,0
1,3139,0,30.248623,26.596092,0,0,22.440756,21.686787,21.469904,12.542306,0,0,0,0,0,11.957344,0,11.957344,29.960791,11.220378,11.957344
0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,244,0,0,0,0,0,0,9.149989,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,144,0,0,0,0,21.804544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,198,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,3663,0,27.546623,29.204857,0,0,11.220378,0,10.734952,12.542306,13.823215,0,0,0,0,23.914688,0,35.020538,24.986776,11.220378,23.914688
0,280,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,394,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0,0
1,1903,34.334595,23.897858,9.734952,0,0,0,9.149989,0,25.084612,5.347549,0,10.957344,0,0,0,0,23.914688,10.542306,0,0
1,3722,0,0,23.073233,31.66641,0,22.440756,9.149989,0,0,10.695099,31.786987,0,0,0,0,0,30.909286,10.542306,0,28.34062
0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,200,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
1,270,0,0,9.734952,0,0,0,0,0,0,5.347549,0,0,0,0,0,9.082874,11.957344,0,0,0
1,866,0,0,0,0,0,0,0,0,12.542306,5.347549,0,0,10.957344,0,11.957344,0,0,10.542306,0,0
0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3695,39.064281,0,0,0,0,0,18.299978,0,29.727064,0,0,21.914688,0,0,11.957344,0,0,0,11.220378,23.914688
0,583,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,3119,0,26.063852,29.204857,0,0,22.440756,9.149989,10.734952,34.265842,5.347549,0,0,0,0,23.914688,18.165749,30.909286,24.986776,11.220378,0
0,134,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3514,0,23.897858,0,0,0,0,0,0,36.733768,0,0,10.957344,10.957344,0,23.914688,9.082874,11.957344,24.986776,22.440756,0
0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,116,0,0,0,0,0,0,0,0,0,0,0,0,21.914688,0,0,0,0,0,0,0
0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,2594,36.969002,23.897858,26.596092,0,0,31.887844,0,10.734952,25.084612,12.674459,0,0,0,0,11.957344,9.082874,23.914688,0,0,0
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
1,2207,36.27319,0,0,0,0,22.440756,0,10.734952,0,0,0,0,0,0,0,0,11.957344,10.542306,0,11.957344
1,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.957344,0,0,0
1,4131,0,33.746838,26.596092,0,0,0,0,21.469904,39.02758,13.823215,0,0,10.957344,9.957344,0,0,23.914688,27.251467,11.220378,0
1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3255,0,0,0,0,0,0,0,10.734952,29.727064,0,0,28.324326,10.957344,0,11.957344,0,11.957344,0,22.440756,23.914688
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2273,34.334595,0,0,0,0,0,21.686787,0,0,0,0,0,0,0,11.957344,18.165749,30.909286,0,0,0
1,2292,0,10.082874,9.734952,0,0,0,9.149989,10.734952,12.542306,5.347549,0,21.914688,0,0,0,0,30.909286,0,22.440756,0
1,2578,0,20.165749,0,0,0,0,0,21.469904,34.265842,0,0,28.324326,0,0,23.914688,0,23.914688,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3102,0,20.165749,27.666325,0,0,30.654306,9.149989,10.734952,29.727064,14.609616,0,0,0,0,23.914688,9.082874,32.667713,21.084612,0,11.957344
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3044,37.814281,0,0,0,0,0,0,10.734952,37.626919,0,0,28.324326,10.957344,0,0,0,23.914688,0,11.220378,0
1,2723,0,0,0,26.204857,22.14501,0,0,0,0,0,33.737438,0,0,0,0,0,0,0,0,0
1,2165,35.421162,0,0,0,0,0,0,0,25.084612,5.347549,0,21.914688,10.957344,0,0,0,0,0,11.220378,0
0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3621,35.870537,31.830221,25.164486,0,0,0,9.149989,0,34.265842,12.674459,0,0,0,0,0,0,28.34062,27.251467,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3559,0,10.082874,0,0,0,0,9.149989,21.469904,32.421391,13.823215,0,10.957344,0,9.957344,0,0,11.957344,27.251467,11.220378,11.957344
1,2386,36.637264,10.082874,19.469904,0,0,0,9.149989,10.734952,25.084612,5.347549,0,10.957344,0,0,0,9.082874,0,10.542306,0,0
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5040,31.887844,0,19.469904,0,0,0,0,0,12.542306,5.347549,0,0,0,0,30.909286,0,11.957344,10.542306,0,0
1,2137,35.870537,10.082874,23.073233,0,0,0,0,10.734952,25.084612,5.347549,0,0,0,0,11.957344,9.082874,11.957344,0,0,11.957344
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2286,0,0,0,0,0,0,0,0,0,0,0,0,33.529709,0,0,23.478891,0,0,0,0
0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2313,0,20.165749,19.469904,0,0,0,0,10.734952,12.542306,0,0,10.957344,10.957344,0,11.957344,9.082874,0,0,0,0
1,2533,35.870537,23.897858,19.469904,0,0,11.220378,9.149989,10.734952,12.542306,5.347549,0,0,10.957344,0,23.914688,0,0,21.084612,11.220378,0
0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3185,0,0,0,0,0,0,0,10.734952,29.727064,0,0,28.324326,10.957344,0,11.957344,0,11.957344,0,22.440756,23.914688
0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,872,0,0,0,0,0,0,9.149989,0,25.084612,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1904,0,0,0,0,0,0,9.149989,10.734952,29.727064,0,0,10.957344,0,0,0,9.082874,0,0,0,0
0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1617,0,0,0,0,0,22.440756,0,10.734952,0,0,0,0,0,0,0,0,0,0,26.593904,0
0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3834,0,30.248623,29.789162,0,0,22.440756,0,10.734952,32.421391,13.823215,0,0,10.957344,0,11.957344,0,11.957344,10.542306,11.220378,0
0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,935,0,0,0,0,0,0,0,0,25.084612,10.695099,0,0,0,0,0,9.082874,11.957344,0,0,0
0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,213,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,324,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1999,36.969002,0,0,0,0,0,0,10.734952,0,5.347549,0,25.970476,10.957344,0,11.957344,9.082874,0,0,11.220378,23.914688
1,3019,0,27.546623,19.469904,0,0,0,0,21.469904,32.421391,0,0,10.957344,0,9.957344,0,0,11.957344,10.542306,11.220378,0
0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3169,0,0,19.469904,0,0,0,0,10.734952,25.084612,15.197511,0,25.970476,0,0,11.957344,9.082874,0,0,11.220378,0
0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,867,0,0,0,0,0,11.220378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,163,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,267,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,9.082874,0,0,0,0
0,1588,0,0,0,0,0,0,0,0,0,0,0,0,21.914688,0,0,0,0,0,0,0
1,4139,38.496056,20.165749,29.789162,0,0,34.914169,0,10.734952,25.084612,10.695099,0,0,10.957344,0,11.957344,0,28.34062,0,11.220378,0
0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,129,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,295,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1965,0,23.897858,9.734952,0,0,0,18.299978,10.734952,0,0,0,21.914688,0,0,0,0,28.34062,10.542306,0,0
0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2267,0,0,0,27.57502,14.556063,0,0,0,34.265842,0,27.666325,21.914688,0,0,0,0,0,0,0,0
1,2018,33.661133,0,0,0,0,0,9.149989,0,0,0,0,10.957344,0,0,11.957344,0,0,0,0,23.914688
1,2546,0,10.082874,0,0,0,0,9.149989,21.469904,34.265842,10.695099,0,21.914688,21.914688,0,28.34062,0,11.957344,24.986776,22.440756,0
1,2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,468,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,192,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,2691,36.27319,23.897858,0,0,0,0,0,0,12.542306,0,0,28.324326,21.914688,0,23.914688,0,11.957344,0,0,0
0,319,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3978,0,0,0,0,0,0,0,10.734952,32.421391,0,0,28.324326,10.957344,0,0,0,11.957344,0,11.220378,0
1,2674,38.05669,20.165749,23.073233,0,0,22.440756,9.149989,10.734952,12.542306,10.695099,0,0,0,0,0,0,0,0,22.440756,11.957344
1,1607,35.870537,0,9.734952,0,0,11.220378,9.149989,0,34.265842,0,0,10.957344,0,0,0,0,11.957344,0,0,23.914688
0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1842,0,23.897858,19.469904,0,0,22.440756,9.149989,0,25.084612,0,0,0,0,0,0,0,0,0,0,0
1,3004,0,23.897858,29.789162,0,0,32.862122,18.299978,0,32.421391,0,0,0,0,0,0,9.082874,28.34062,0,0,0
0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,762,0,0,0,0,0,0,0,0,0,5.347549,0,0,0,9.957344,0,18.165749,11.957344,0,0,0
0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2384,36.27319,0,0,0,0,0,21.686787,10.734952,0,10.695099,0,0,0,0,11.957344,9.082874,0,0,0,0
1,1658,0,0,0,0,0,0,0,21.469904,0,0,0,0,0,0,0,0,0,0,11.220378,11.957344
1,3049,0,27.546623,29.204857,0,0,22.440756,0,10.734952,25.084612,0,0,0,10.957344,0,23.914688,21.527714,30.909286,21.084612,11.220378,0
1,852,0,0,0,0,0,0,0,10.734952,0,0,0,0,10.957344,0,11.957344,0,11.957344,0,11.220378,0
1,2186,0,0,0,32.112644,12.282854,0,21.686787,0,0,10.695099,0,0,0,0,11.957344,0,11.957344,0,0,0
0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3470,34.334595,27.546623,27.666325,0,0,0,0,0,25.084612,0,0,0,0,0,23.914688,0,30.909286,27.251467,11.220378,0
1,1335,26.593904,0,0,0,0,0,0,0,29.727064,0,0,0,0,0,0,0,0,0,0,0
0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,594,0,10.082874,0,0,0,0,0,0,12.542306,0,0,0,0,0,11.957344,0,11.957344,10.542306,0,0
0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2273,34.334595,0,0,0,0,0,21.686787,0,0,0,0,0,0,0,11.957344,18.165749,30.909286,0,0,0
0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1327,0,10.082874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2326,0,10.082874,27.666325,0,0,29.004257,9.149989,21.469904,12.542306,12.674459,0,0,0,0,0,9.082874,0,10.542306,11.220378,0
0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,905,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,201,0,0,0,0,0,0,9.149989,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3759,0,29.530613,25.164486,0,0,0,0,25.443377,34.265842,14.609616,0,0,0,0,0,18.165749,23.914688,24.986776,11.220378,0
1,2772,37.273289,0,19.469904,0,0,0,0,0,0,12.674459,0,10.957344,10.957344,0,28.34062,9.082874,0,10.542306,0,11.957344
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1865,37.554001,28.655106,0,0,0,0,18.299978,10.734952,32.421391,0,0,0,0,0,23.914688,0,30.909286,24.986776,11.220378,0
1,671,0,0,0,27.57502,0,0,0,0,0,5.347549,0,0,0,0,0,0,0,0,0,0
1,2840,0,0,27.666325,0,0,22.440756,9.149989,10.734952,12.542306,10.695099,0,0,0,0,0,0,0,0,0,0
1,2713,38.496056,23.897858,9.734952,0,0,0,0,10.734952,36.733768,0,0,21.914688,0,0,32.667713,0,0,21.084612,0,0
0,330,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.957344
1,2932,36.27319,20.165749,0,0,0,0,9.149989,10.734952,0,5.347549,0,21.914688,10.957344,0,11.957344,18.165749,30.909286,21.084612,0,0
1,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.082874,0,0,0,0
0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,116,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,270,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
1,3981,0,0,0,27.924854,20.697491,0,0,10.734952,34.265842,5.347549,36.87635,10.957344,0,0,11.957344,0,0,0,0,11.957344
1,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,319,0,0,0,0,0,0,0,0,0,0,0,0,10.957344,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2884,0,0,0,0,0,0,0,10.734952,0,0,0,10.957344,0,0,0,0,0,10.542306,0,0
0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
